airport,source,model,timing,rows,target_days,first_target,last_target,available_at_rows,fetched_at_rows,evidence_class
CYYZ,open-meteo,ecmwf_ifs025,D-1,3,3,2026-07-27,2026-08-11,1,3,historical-causal
CYYZ,open-meteo,ecmwf_ifs025,D-2+,3,3,2026-07-28,2026-08-12,1,3,historical-causal
CYYZ,open-meteo,ecmwf_ifs025,Live,6,6,2026-07-24,2026-08-10,1,6,historical-causal
CYYZ,open-meteo,gfs_global,D-1,3,3,2026-07-27,2026-08-11,1,3,historical-causal
CYYZ,open-meteo,gfs_global,D-2+,3,3,2026-07-28,2026-08-12,1,3,historical-causal
CYYZ,open-meteo,gfs_global,Live,6,6,2026-07-24,2026-08-10,1,6,historical-causal
CYYZ,open-meteo,icon_global,D-1,3,3,2026-07-27,2026-08-11,1,3,historical-causal
CYYZ,open-meteo,icon_global,D-2+,3,3,2026-07-28,2026-08-12,1,3,historical-causal
CYYZ,open-meteo,icon_global,Live,6,6,2026-07-24,2026-08-10,1,6,historical-causal
CYYZ,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
CYYZ,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
CYYZ,previous-runs,icon_global,D-1,362,362,2025-07-19,2026-07-18,0,362,reconstructed-research
EDDM,meteoblue,meteoblue,D-1,20,4,2026-08-12,2026-08-15,20,20,historical-causal
EDDM,meteoblue,meteoblue,D-2+,100,8,2026-08-13,2026-08-20,100,100,historical-causal
EDDM,meteoblue,meteoblue,D0-morning,9,3,2026-08-12,2026-08-14,9,9,historical-causal
EDDM,meteoblue,meteoblue,Live,26,19,2026-07-27,2026-08-14,26,26,historical-causal
EDDM,open-meteo,ecmwf_ifs025,D-1,28,4,2026-08-12,2026-08-15,22,28,historical-causal
EDDM,open-meteo,ecmwf_ifs025,D-2+,28,4,2026-08-13,2026-08-16,22,28,historical-causal
EDDM,open-meteo,ecmwf_ifs025,D0-morning,9,3,2026-08-12,2026-08-14,6,9,historical-causal
EDDM,open-meteo,ecmwf_ifs025,Live,34,19,2026-07-27,2026-08-14,20,34,historical-causal
EDDM,open-meteo,gfs_global,D-1,28,4,2026-08-12,2026-08-15,22,28,historical-causal
EDDM,open-meteo,gfs_global,D-2+,28,4,2026-08-13,2026-08-16,22,28,historical-causal
EDDM,open-meteo,gfs_global,D0-morning,9,3,2026-08-12,2026-08-14,8,9,historical-causal
EDDM,open-meteo,gfs_global,Live,34,19,2026-07-27,2026-08-14,19,34,historical-causal
EDDM,open-meteo,icon_eu,D-1,19,4,2026-08-12,2026-08-15,12,19,historical-causal
EDDM,open-meteo,icon_eu,D-2+,19,4,2026-08-13,2026-08-16,12,19,historical-causal
EDDM,open-meteo,icon_eu,D0-morning,3,3,2026-08-12,2026-08-14,2,3,historical-causal
EDDM,open-meteo,icon_eu,Live,31,19,2026-07-27,2026-08-14,16,31,historical-causal
EDDM,open-meteo,icon_global,D-1,28,4,2026-08-12,2026-08-15,23,28,historical-causal
EDDM,open-meteo,icon_global,D-2+,28,4,2026-08-13,2026-08-16,23,28,historical-causal
EDDM,open-meteo,icon_global,D0-morning,9,3,2026-08-12,2026-08-14,8,9,historical-causal
EDDM,open-meteo,icon_global,Live,34,19,2026-07-27,2026-08-14,20,34,historical-causal
EDDM,open-meteo,meteofrance_arpege_europe,D-1,19,4,2026-08-12,2026-08-15,18,19,historical-causal
EDDM,open-meteo,meteofrance_arpege_europe,D-2+,19,4,2026-08-13,2026-08-16,18,19,historical-causal
EDDM,open-meteo,meteofrance_arpege_europe,D0-morning,3,3,2026-08-12,2026-08-14,3,3,historical-causal
EDDM,open-meteo,meteofrance_arpege_europe,Live,31,19,2026-07-27,2026-08-14,21,31,historical-causal
EDDM,open-meteo,ukmo_global_deterministic_10km,D-1,19,4,2026-08-12,2026-08-15,15,19,historical-causal
EDDM,open-meteo,ukmo_global_deterministic_10km,D-2+,19,4,2026-08-13,2026-08-16,15,19,historical-causal
EDDM,open-meteo,ukmo_global_deterministic_10km,D0-morning,3,3,2026-08-12,2026-08-14,3,3,historical-causal
EDDM,open-meteo,ukmo_global_deterministic_10km,Live,31,19,2026-07-27,2026-08-14,18,31,historical-causal
EDDM,previous-runs,ecmwf_ifs025,D-1,368,368,2025-07-19,2026-07-21,0,368,reconstructed-research
EDDM,previous-runs,gfs_global,D-1,368,368,2025-07-19,2026-07-21,0,368,reconstructed-research
EDDM,previous-runs,icon_eu,D-1,365,365,2025-07-22,2026-07-21,0,365,reconstructed-research
EDDM,previous-runs,icon_global,D-1,366,366,2025-07-19,2026-07-21,0,366,reconstructed-research
EDDM,previous-runs,meteofrance_arpege_europe,D-1,365,365,2025-07-22,2026-07-21,0,365,reconstructed-research
EDDM,previous-runs,ukmo_global_deterministic_10km,D-1,335,335,2025-07-22,2026-07-21,0,335,reconstructed-research
EFHK,open-meteo,ecmwf_ifs025,D-1,1,1,2026-08-12,2026-08-12,1,1,historical-causal
EFHK,open-meteo,ecmwf_ifs025,D-2+,1,1,2026-08-13,2026-08-13,1,1,historical-causal
EFHK,open-meteo,ecmwf_ifs025,D0-morning,1,1,2026-08-11,2026-08-11,1,1,historical-causal
EFHK,open-meteo,ecmwf_ifs025,Live,2,2,2026-08-09,2026-08-10,2,2,historical-causal
EFHK,open-meteo,gfs_global,D-1,1,1,2026-08-12,2026-08-12,1,1,historical-causal
EFHK,open-meteo,gfs_global,D-2+,1,1,2026-08-13,2026-08-13,1,1,historical-causal
EFHK,open-meteo,gfs_global,D0-morning,1,1,2026-08-11,2026-08-11,1,1,historical-causal
EFHK,open-meteo,gfs_global,Live,2,2,2026-08-09,2026-08-10,2,2,historical-causal
EFHK,open-meteo,icon_global,D-1,1,1,2026-08-12,2026-08-12,1,1,historical-causal
EFHK,open-meteo,icon_global,D-2+,1,1,2026-08-13,2026-08-13,1,1,historical-causal
EFHK,open-meteo,icon_global,D0-morning,1,1,2026-08-11,2026-08-11,1,1,historical-causal
EFHK,open-meteo,icon_global,Live,2,2,2026-08-09,2026-08-10,2,2,historical-causal
EFHK,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
EFHK,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
EFHK,previous-runs,icon_global,D-1,363,363,2025-07-19,2026-07-18,0,363,reconstructed-research
EGLL,open-meteo,ecmwf_ifs025,D-1,1,1,2026-08-12,2026-08-12,1,1,historical-causal
EGLL,open-meteo,ecmwf_ifs025,D-2+,1,1,2026-08-13,2026-08-13,1,1,historical-causal
EGLL,open-meteo,ecmwf_ifs025,D0-morning,2,2,2026-08-10,2026-08-11,2,2,historical-causal
EGLL,open-meteo,gfs_global,D-1,1,1,2026-08-12,2026-08-12,1,1,historical-causal
EGLL,open-meteo,gfs_global,D-2+,1,1,2026-08-13,2026-08-13,1,1,historical-causal
EGLL,open-meteo,gfs_global,D0-morning,2,2,2026-08-10,2026-08-11,2,2,historical-causal
EGLL,open-meteo,icon_global,D-1,1,1,2026-08-12,2026-08-12,1,1,historical-causal
EGLL,open-meteo,icon_global,D-2+,1,1,2026-08-13,2026-08-13,1,1,historical-causal
EGLL,open-meteo,icon_global,D0-morning,2,2,2026-08-10,2026-08-11,2,2,historical-causal
EGLL,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
EGLL,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
EGLL,previous-runs,icon_global,D-1,363,363,2025-07-19,2026-07-18,0,363,reconstructed-research
EHAM,historical-forecast,ecmwf_ifs025,Legacy,365,365,2025-07-14,2026-07-13,0,0,reconstructed-research
EHAM,historical-forecast,gfs_global,Legacy,365,365,2025-07-14,2026-07-13,0,0,reconstructed-research
EHAM,historical-forecast,icon_eu,Legacy,365,365,2025-07-14,2026-07-13,0,0,reconstructed-research
EHAM,historical-forecast,knmi_harmonie_arome_europe,Legacy,365,365,2025-07-14,2026-07-13,0,0,reconstructed-research
EHAM,historical-forecast,meteofrance_arpege_europe,Legacy,365,365,2025-07-14,2026-07-13,0,0,reconstructed-research
EHAM,historical-forecast,ukmo_global_deterministic_10km,Legacy,365,365,2025-07-14,2026-07-13,0,0,reconstructed-research
EHAM,meteoblue,meteoblue,D-1,22,4,2026-08-12,2026-08-15,22,22,historical-causal
EHAM,meteoblue,meteoblue,D-2+,110,8,2026-08-13,2026-08-20,110,110,historical-causal
EHAM,meteoblue,meteoblue,D0-morning,9,3,2026-08-12,2026-08-14,9,9,historical-causal
EHAM,meteoblue,meteoblue,Live,36,27,2026-07-19,2026-08-14,31,31,historical-causal
EHAM,open-meteo,ecmwf_ifs025,D-1,32,4,2026-08-12,2026-08-15,30,32,historical-causal
EHAM,open-meteo,ecmwf_ifs025,D-2+,32,4,2026-08-13,2026-08-16,30,32,historical-causal
EHAM,open-meteo,ecmwf_ifs025,D0-morning,10,3,2026-08-12,2026-08-14,10,10,historical-causal
EHAM,open-meteo,ecmwf_ifs025,Live,45,27,2026-07-19,2026-08-14,25,40,historical-causal
EHAM,open-meteo,gfs_global,D-1,32,4,2026-08-12,2026-08-15,32,32,historical-causal
EHAM,open-meteo,gfs_global,D-2+,32,4,2026-08-13,2026-08-16,32,32,historical-causal
EHAM,open-meteo,gfs_global,D0-morning,9,3,2026-08-12,2026-08-14,9,9,historical-causal
EHAM,open-meteo,gfs_global,Live,46,27,2026-07-19,2026-08-14,30,41,historical-causal
EHAM,open-meteo,icon_eu,D-1,23,4,2026-08-12,2026-08-15,18,23,historical-causal
EHAM,open-meteo,icon_eu,D-2+,23,4,2026-08-13,2026-08-16,18,23,historical-causal
EHAM,open-meteo,icon_eu,D0-morning,3,3,2026-08-12,2026-08-14,1,3,historical-causal
EHAM,open-meteo,icon_eu,Live,43,27,2026-07-19,2026-08-14,24,38,historical-causal
EHAM,open-meteo,icon_global,D-1,10,4,2026-08-12,2026-08-15,10,10,historical-causal
EHAM,open-meteo,icon_global,D-2+,10,4,2026-08-13,2026-08-16,10,10,historical-causal
EHAM,open-meteo,icon_global,D0-morning,7,4,2026-08-11,2026-08-14,7,7,historical-causal
EHAM,open-meteo,icon_global,Live,5,5,2026-08-09,2026-08-14,5,5,historical-causal
EHAM,open-meteo,knmi_harmonie_arome_europe,D-1,23,4,2026-08-12,2026-08-15,20,23,historical-causal
EHAM,open-meteo,knmi_harmonie_arome_europe,D-2+,11,4,2026-08-13,2026-08-16,10,11,historical-causal
EHAM,open-meteo,knmi_harmonie_arome_europe,D0-morning,3,3,2026-08-12,2026-08-14,3,3,historical-causal
EHAM,open-meteo,knmi_harmonie_arome_europe,Live,43,27,2026-07-19,2026-08-14,23,38,historical-causal
EHAM,open-meteo,meteofrance_arpege_europe,D-1,23,4,2026-08-12,2026-08-15,19,23,historical-causal
EHAM,open-meteo,meteofrance_arpege_europe,D-2+,23,4,2026-08-13,2026-08-16,19,23,historical-causal
EHAM,open-meteo,meteofrance_arpege_europe,D0-morning,3,3,2026-08-12,2026-08-14,2,3,historical-causal
EHAM,open-meteo,meteofrance_arpege_europe,Live,43,27,2026-07-19,2026-08-14,22,38,historical-causal
EHAM,open-meteo,ukmo_global_deterministic_10km,D-1,23,4,2026-08-12,2026-08-15,18,23,historical-causal
EHAM,open-meteo,ukmo_global_deterministic_10km,D-2+,23,4,2026-08-13,2026-08-16,18,23,historical-causal
EHAM,open-meteo,ukmo_global_deterministic_10km,D0-morning,3,3,2026-08-12,2026-08-14,2,3,historical-causal
EHAM,open-meteo,ukmo_global_deterministic_10km,Live,43,27,2026-07-19,2026-08-14,21,38,historical-causal
EHAM,previous-runs,ecmwf_ifs025,D-1,370,370,2025-07-14,2026-07-18,0,365,reconstructed-research
EHAM,previous-runs,gfs_global,D-1,370,370,2025-07-14,2026-07-18,0,365,reconstructed-research
EHAM,previous-runs,icon_eu,D-1,370,370,2025-07-14,2026-07-18,0,365,reconstructed-research
EHAM,previous-runs,knmi_harmonie_arome_europe,D-1,369,369,2025-07-14,2026-07-18,0,364,reconstructed-research
EHAM,previous-runs,meteofrance_arpege_europe,D-1,370,370,2025-07-14,2026-07-18,0,365,reconstructed-research
EHAM,previous-runs,ukmo_global_deterministic_10km,D-1,334,334,2025-07-20,2026-07-18,0,334,reconstructed-research
EPWA,historical-forecast,ecmwf_ifs025,Legacy,365,365,2025-07-14,2026-07-13,0,0,reconstructed-research
EPWA,historical-forecast,gfs_global,Legacy,365,365,2025-07-14,2026-07-13,0,0,reconstructed-research
EPWA,historical-forecast,icon_eu,Legacy,365,365,2025-07-14,2026-07-13,0,0,reconstructed-research
EPWA,historical-forecast,meteofrance_arpege_europe,Legacy,365,365,2025-07-14,2026-07-13,0,0,reconstructed-research
EPWA,historical-forecast,ukmo_global_deterministic_10km,Legacy,365,365,2025-07-14,2026-07-13,0,0,reconstructed-research
EPWA,meteoblue,meteoblue,D-1,21,4,2026-08-12,2026-08-15,21,21,historical-causal
EPWA,meteoblue,meteoblue,D-2+,105,8,2026-08-13,2026-08-20,105,105,historical-causal
EPWA,meteoblue,meteoblue,D0-morning,9,3,2026-08-12,2026-08-14,9,9,historical-causal
EPWA,meteoblue,meteoblue,Live,35,27,2026-07-19,2026-08-14,30,30,historical-causal
EPWA,open-meteo,ecmwf_ifs025,D-1,31,4,2026-08-12,2026-08-15,28,31,historical-causal
EPWA,open-meteo,ecmwf_ifs025,D-2+,31,4,2026-08-13,2026-08-16,28,31,historical-causal
EPWA,open-meteo,ecmwf_ifs025,D0-morning,9,3,2026-08-12,2026-08-14,9,9,historical-causal
EPWA,open-meteo,ecmwf_ifs025,Live,45,27,2026-07-19,2026-08-14,24,40,historical-causal
EPWA,open-meteo,gfs_global,D-1,31,4,2026-08-12,2026-08-15,29,31,historical-causal
EPWA,open-meteo,gfs_global,D-2+,31,4,2026-08-13,2026-08-16,29,31,historical-causal
EPWA,open-meteo,gfs_global,D0-morning,9,3,2026-08-12,2026-08-14,9,9,historical-causal
EPWA,open-meteo,gfs_global,Live,45,27,2026-07-19,2026-08-14,24,40,historical-causal
EPWA,open-meteo,icon_eu,D-1,22,4,2026-08-12,2026-08-15,16,22,historical-causal
EPWA,open-meteo,icon_eu,D-2+,22,4,2026-08-13,2026-08-16,16,22,historical-causal
EPWA,open-meteo,icon_eu,D0-morning,3,3,2026-08-12,2026-08-14,2,3,historical-causal
EPWA,open-meteo,icon_eu,Live,42,27,2026-07-19,2026-08-14,21,37,historical-causal
EPWA,open-meteo,icon_global,D-1,10,4,2026-08-12,2026-08-15,10,10,historical-causal
EPWA,open-meteo,icon_global,D-2+,10,4,2026-08-13,2026-08-16,10,10,historical-causal
EPWA,open-meteo,icon_global,D0-morning,7,4,2026-08-11,2026-08-14,7,7,historical-causal
EPWA,open-meteo,icon_global,Live,5,5,2026-08-09,2026-08-14,5,5,historical-causal
EPWA,open-meteo,meteofrance_arpege_europe,D-1,22,4,2026-08-12,2026-08-15,18,22,historical-causal
EPWA,open-meteo,meteofrance_arpege_europe,D-2+,22,4,2026-08-13,2026-08-16,18,22,historical-causal
EPWA,open-meteo,meteofrance_arpege_europe,D0-morning,3,3,2026-08-12,2026-08-14,2,3,historical-causal
EPWA,open-meteo,meteofrance_arpege_europe,Live,42,27,2026-07-19,2026-08-14,23,37,historical-causal
EPWA,open-meteo,ukmo_global_deterministic_10km,D-1,22,4,2026-08-12,2026-08-15,22,22,historical-causal
EPWA,open-meteo,ukmo_global_deterministic_10km,D-2+,22,4,2026-08-13,2026-08-16,22,22,historical-causal
EPWA,open-meteo,ukmo_global_deterministic_10km,D0-morning,3,3,2026-08-12,2026-08-14,3,3,historical-causal
EPWA,open-meteo,ukmo_global_deterministic_10km,Live,42,27,2026-07-19,2026-08-14,26,37,historical-causal
EPWA,previous-runs,ecmwf_ifs025,D-1,370,370,2025-07-14,2026-07-18,0,365,reconstructed-research
EPWA,previous-runs,gfs_global,D-1,370,370,2025-07-14,2026-07-18,0,365,reconstructed-research
EPWA,previous-runs,icon_eu,D-1,370,370,2025-07-14,2026-07-18,0,365,reconstructed-research
EPWA,previous-runs,meteofrance_arpege_europe,D-1,370,370,2025-07-14,2026-07-18,0,365,reconstructed-research
EPWA,previous-runs,ukmo_global_deterministic_10km,D-1,334,334,2025-07-20,2026-07-18,0,334,reconstructed-research
FACT,open-meteo,ecmwf_ifs025,D-1,1,1,2026-08-12,2026-08-12,1,1,historical-causal
FACT,open-meteo,ecmwf_ifs025,D-2+,1,1,2026-08-13,2026-08-13,1,1,historical-causal
FACT,open-meteo,ecmwf_ifs025,D0-morning,1,1,2026-08-11,2026-08-11,1,1,historical-causal
FACT,open-meteo,ecmwf_ifs025,Live,2,2,2026-08-09,2026-08-10,2,2,historical-causal
FACT,open-meteo,gfs_global,D-1,1,1,2026-08-12,2026-08-12,0,1,unavailable
FACT,open-meteo,gfs_global,D-2+,1,1,2026-08-13,2026-08-13,0,1,unavailable
FACT,open-meteo,gfs_global,D0-morning,1,1,2026-08-11,2026-08-11,0,1,unavailable
FACT,open-meteo,gfs_global,Live,2,2,2026-08-09,2026-08-10,2,2,historical-causal
FACT,open-meteo,icon_global,D-1,1,1,2026-08-12,2026-08-12,0,1,unavailable
FACT,open-meteo,icon_global,D-2+,1,1,2026-08-13,2026-08-13,0,1,unavailable
FACT,open-meteo,icon_global,D0-morning,1,1,2026-08-11,2026-08-11,0,1,unavailable
FACT,open-meteo,icon_global,Live,2,2,2026-08-09,2026-08-10,1,2,historical-causal
FACT,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
FACT,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
FACT,previous-runs,icon_global,D-1,363,363,2025-07-19,2026-07-18,0,363,reconstructed-research
KATL,open-meteo,ecmwf_ifs025,D-1,3,3,2026-07-27,2026-08-11,1,3,historical-causal
KATL,open-meteo,ecmwf_ifs025,D-2+,3,3,2026-07-28,2026-08-12,1,3,historical-causal
KATL,open-meteo,ecmwf_ifs025,Live,6,6,2026-07-24,2026-08-10,1,6,historical-causal
KATL,open-meteo,gfs_global,D-1,3,3,2026-07-27,2026-08-11,1,3,historical-causal
KATL,open-meteo,gfs_global,D-2+,3,3,2026-07-28,2026-08-12,1,3,historical-causal
KATL,open-meteo,gfs_global,Live,6,6,2026-07-24,2026-08-10,1,6,historical-causal
KATL,open-meteo,icon_global,D-1,3,3,2026-07-27,2026-08-11,0,3,unavailable
KATL,open-meteo,icon_global,D-2+,3,3,2026-07-28,2026-08-12,0,3,unavailable
KATL,open-meteo,icon_global,Live,6,6,2026-07-24,2026-08-10,0,6,unavailable
KATL,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KATL,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KATL,previous-runs,icon_global,D-1,362,362,2025-07-19,2026-07-18,0,362,reconstructed-research
KAUS,open-meteo,ecmwf_ifs025,D-1,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KAUS,open-meteo,ecmwf_ifs025,D-2+,1,1,2026-08-12,2026-08-12,1,1,historical-causal
KAUS,open-meteo,ecmwf_ifs025,Live,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KAUS,open-meteo,gfs_global,D-1,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KAUS,open-meteo,gfs_global,D-2+,1,1,2026-08-12,2026-08-12,1,1,historical-causal
KAUS,open-meteo,gfs_global,Live,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KAUS,open-meteo,icon_global,D-1,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KAUS,open-meteo,icon_global,D-2+,1,1,2026-08-12,2026-08-12,1,1,historical-causal
KAUS,open-meteo,icon_global,Live,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KAUS,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KAUS,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KAUS,previous-runs,icon_global,D-1,362,362,2025-07-19,2026-07-18,0,362,reconstructed-research
KDEN,open-meteo,ecmwf_ifs025,D-1,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KDEN,open-meteo,ecmwf_ifs025,D-2+,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KDEN,open-meteo,ecmwf_ifs025,D0-morning,1,1,2026-08-09,2026-08-09,1,1,historical-causal
KDEN,open-meteo,gfs_global,D-1,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KDEN,open-meteo,gfs_global,D-2+,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KDEN,open-meteo,gfs_global,D0-morning,1,1,2026-08-09,2026-08-09,1,1,historical-causal
KDEN,open-meteo,icon_global,D-1,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KDEN,open-meteo,icon_global,D-2+,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KDEN,open-meteo,icon_global,D0-morning,1,1,2026-08-09,2026-08-09,1,1,historical-causal
KDEN,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KDEN,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KDEN,previous-runs,icon_global,D-1,362,362,2025-07-19,2026-07-18,0,362,reconstructed-research
KDFW,open-meteo,ecmwf_ifs025,D-1,1,1,2026-08-11,2026-08-11,0,1,unavailable
KDFW,open-meteo,ecmwf_ifs025,D-2+,1,1,2026-08-12,2026-08-12,0,1,unavailable
KDFW,open-meteo,ecmwf_ifs025,Live,1,1,2026-08-10,2026-08-10,0,1,unavailable
KDFW,open-meteo,gfs_global,D-1,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KDFW,open-meteo,gfs_global,D-2+,1,1,2026-08-12,2026-08-12,1,1,historical-causal
KDFW,open-meteo,gfs_global,Live,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KDFW,open-meteo,icon_global,D-1,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KDFW,open-meteo,icon_global,D-2+,1,1,2026-08-12,2026-08-12,1,1,historical-causal
KDFW,open-meteo,icon_global,Live,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KDFW,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KDFW,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KDFW,previous-runs,icon_global,D-1,362,362,2025-07-19,2026-07-18,0,362,reconstructed-research
KIAH,open-meteo,ecmwf_ifs025,D-1,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KIAH,open-meteo,ecmwf_ifs025,D-2+,1,1,2026-08-12,2026-08-12,1,1,historical-causal
KIAH,open-meteo,ecmwf_ifs025,Live,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KIAH,open-meteo,gfs_global,D-1,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KIAH,open-meteo,gfs_global,D-2+,1,1,2026-08-12,2026-08-12,1,1,historical-causal
KIAH,open-meteo,gfs_global,Live,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KIAH,open-meteo,icon_global,D-1,1,1,2026-08-11,2026-08-11,0,1,unavailable
KIAH,open-meteo,icon_global,D-2+,1,1,2026-08-12,2026-08-12,0,1,unavailable
KIAH,open-meteo,icon_global,Live,1,1,2026-08-10,2026-08-10,0,1,unavailable
KIAH,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KIAH,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KIAH,previous-runs,icon_global,D-1,362,362,2025-07-19,2026-07-18,0,362,reconstructed-research
KLAX,open-meteo,ecmwf_ifs025,D-1,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KLAX,open-meteo,ecmwf_ifs025,D-2+,1,1,2026-08-12,2026-08-12,1,1,historical-causal
KLAX,open-meteo,ecmwf_ifs025,D0-morning,1,1,2026-08-09,2026-08-09,1,1,historical-causal
KLAX,open-meteo,ecmwf_ifs025,Live,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KLAX,open-meteo,gfs_global,D-1,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KLAX,open-meteo,gfs_global,D-2+,1,1,2026-08-12,2026-08-12,1,1,historical-causal
KLAX,open-meteo,gfs_global,D0-morning,1,1,2026-08-09,2026-08-09,1,1,historical-causal
KLAX,open-meteo,gfs_global,Live,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KLAX,open-meteo,icon_global,D-1,1,1,2026-08-11,2026-08-11,1,1,historical-causal
KLAX,open-meteo,icon_global,D-2+,1,1,2026-08-12,2026-08-12,1,1,historical-causal
KLAX,open-meteo,icon_global,D0-morning,1,1,2026-08-09,2026-08-09,1,1,historical-causal
KLAX,open-meteo,icon_global,Live,1,1,2026-08-10,2026-08-10,1,1,historical-causal
KLAX,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KLAX,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KLAX,previous-runs,icon_global,D-1,363,363,2025-07-19,2026-07-18,0,363,reconstructed-research
KMIA,open-meteo,ecmwf_ifs025,D-1,3,3,2026-07-27,2026-08-11,1,3,historical-causal
KMIA,open-meteo,ecmwf_ifs025,D-2+,3,3,2026-07-28,2026-08-12,1,3,historical-causal
KMIA,open-meteo,ecmwf_ifs025,Live,6,6,2026-07-24,2026-08-10,1,6,historical-causal
KMIA,open-meteo,gfs_global,D-1,3,3,2026-07-27,2026-08-11,1,3,historical-causal
KMIA,open-meteo,gfs_global,D-2+,3,3,2026-07-28,2026-08-12,1,3,historical-causal
KMIA,open-meteo,gfs_global,Live,6,6,2026-07-24,2026-08-10,1,6,historical-causal
KMIA,open-meteo,icon_global,D-1,3,3,2026-07-27,2026-08-11,1,3,historical-causal
KMIA,open-meteo,icon_global,D-2+,3,3,2026-07-28,2026-08-12,1,3,historical-causal
KMIA,open-meteo,icon_global,Live,6,6,2026-07-24,2026-08-10,1,6,historical-causal
KMIA,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KMIA,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KMIA,previous-runs,icon_global,D-1,362,362,2025-07-19,2026-07-18,0,362,reconstructed-research
KNYC,open-meteo,ecmwf_ifs025,D-1,3,3,2026-07-27,2026-08-11,1,3,historical-causal
KNYC,open-meteo,ecmwf_ifs025,D-2+,3,3,2026-07-28,2026-08-12,1,3,historical-causal
KNYC,open-meteo,ecmwf_ifs025,Live,6,6,2026-07-24,2026-08-10,1,6,historical-causal
KNYC,open-meteo,gfs_global,D-1,3,3,2026-07-27,2026-08-11,1,3,historical-causal
KNYC,open-meteo,gfs_global,D-2+,3,3,2026-07-28,2026-08-12,1,3,historical-causal
KNYC,open-meteo,gfs_global,Live,6,6,2026-07-24,2026-08-10,1,6,historical-causal
KNYC,open-meteo,icon_global,D-1,3,3,2026-07-27,2026-08-11,1,3,historical-causal
KNYC,open-meteo,icon_global,D-2+,3,3,2026-07-28,2026-08-12,1,3,historical-causal
KNYC,open-meteo,icon_global,Live,6,6,2026-07-24,2026-08-10,1,6,historical-causal
KNYC,previous-runs,ecmwf_ifs025,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
KNYC,previous-runs,gfs_global,D-1,365,365,2025-07-19,2026-07-18,0,365,reconstructed-research
